steming_data,Sentiment,tokenized_tweet
rumah gratis kolaborasi oligarki plus perintah makan siang gratis oligarki tanah negara gratis,Positif,"[76, 2, 1159, 1540, 653, 13, 1, 3, 2, 1540, 646, 22, 2]"
sekolah makan siang gratis,Positif,"[8, 1, 3, 2]"
dengar kabar makan siang gratis,Positif,"[382, 574, 1, 3, 2]"
murid ngebayar puasa jatah makan siang gratis makan buka gratis kah bungkus,Positif,"[186, 9818, 738, 322, 1, 3, 2, 1, 180, 2, 144, 1114]"
kebal hukumkofifa server jokowi erlangga zulhas kebal hukum kecuali jokowi presiden korea selatan jokowi tangkap niscaya indonesia bangkit ekonomi makan siang gratis 15 ribu,Positif,"[3389, 7732, 7733, 300, 7734, 2160, 3389, 396, 628, 300, 32, 647, 577, 300, 1016, 7735, 14, 2713, 95, 1, 3, 2, 877, 132]"
ya siswa miskin kasih makan siang gratis gizi sih oke oke,Positif,"[6, 36, 66, 17, 1, 3, 2, 5, 10, 219, 219]"
tutup stasiun kasih kompensasi bansos makan siang gratis,Netral,"[539, 2158, 17, 3036, 397, 1, 3, 2]"
sekolah adek gue tigatiganya kedapetan makan siang gratis gin,Positif,"[8, 525, 16, 5963, 5964, 1, 3, 2, 81]"
kayak garagara makan siang gratis bikin bego,Netral,"[15, 872, 1, 3, 2, 23, 684]"
nama gratis gratis rakyat bayar ujung2nya suruh bayar ya makan siang gizi berbayarkocak habis,Positif,"[75, 2, 2, 12, 44, 725, 65, 44, 6, 1, 3, 5, 11652, 87]"
satwasatwa usul rakyat sumbang makan siang gratis,Netral,"[0, 181, 12, 223, 1, 3, 2]"
anjir makan siang bayar sekolah gue ogah2an makan gratis dapetnya kayak sisa,Netral,"[262, 1, 3, 44, 8, 16, 9208, 1, 2, 1763, 15, 584]"
makan siang gratis gizi perintah bahan polemik sumber dana nilai gizi jangkau,Positif,"[1, 3, 2, 5, 13, 270, 1338, 286, 18, 249, 5, 611]"
makan siang gratis,Positif,"[1, 3, 2]"
laper banget nun butuh makan siang gratis,Netral,"[1172, 20, 4606, 45, 1, 3, 2]"
ganggu banget makan siang gratis cegah stunting biar pintar bikin bodoh ganggu ajar,Netral,"[1506, 20, 1, 3, 2, 344, 118, 41, 164, 23, 233, 1506, 73]"
takut kim mulyono program sarap gizi sekolah gratis makan siang gratis dana ya iur rakyat makan bajet cuman 10ribu rakyat suruh nyumbang,Positif,"[343, 2920, 411, 4, 214, 5, 8, 2, 1, 3, 2, 18, 6, 495, 12, 1, 5737, 206, 971, 12, 65, 353]"
ya entar bayarin makan siang gratis ya wn china tangkap,Positif,"[6, 418, 1242, 1, 3, 2, 6, 12677, 119, 1016]"
impor sapi apa perah susu program makan siang gratis baca berita pokok pokok pokok hadeh,Negatif,"[490, 1056, 3576, 2614, 63, 4, 1, 3, 2, 255, 204, 407, 407, 407, 4928]"
makan siang gratis ya menu bosan enak paham maksud siang makan gratis,Positif,"[1, 3, 2, 6, 25, 1228, 31, 241, 454, 3, 1, 2]"
makan siang gratis sumbang mending masak,Netral,"[1, 3, 2, 223, 43, 207]"
gue usul prabowo potong 50 gaji jabat bantu makan siang gratis rakyat beban,Negatif,"[16, 181, 21, 122, 737, 72, 61, 47, 1, 3, 2, 12, 174]"
sita tuh 1000t ya anggar makan siang gratis,Positif,"[1058, 29, 0, 6, 19, 1, 3, 2]"
hina anjing ya bro makan anjing mewah program makan siang gratis,Negatif,"[472, 307, 6, 404, 1, 307, 618, 4, 1, 3, 2]"
potong tunjang makan siang gratis menu steak,Positif,"[122, 208, 1, 3, 2, 25, 1270]"
mbak vs msg vs meg makan gizi gratis proyek pura halu msg makan siang gratis penuh gizi dasar realistis meg makan enak gratis 10rb kisar 15rb,Positif,"[9, 955, 305, 955, 5502, 1, 5, 2, 177, 1813, 2272, 305, 1, 3, 2, 97, 5, 169, 518, 5502, 1, 31, 2, 244, 3408, 1941]"
ngambil gaji tunjung ketua anggota dpd makan siang gratis,Netral,"[925, 72, 7818, 481, 163, 383, 1, 3, 2]"
makan siang gratis cari muka pilih letting kiri belok kanan mantan singa kucing lapar distir orang,Negatif,"[1, 3, 2, 99, 857, 46, 9793, 1057, 4257, 1139, 1028, 2921, 825, 301, 9794, 11]"
norak makan siang gratis najis doang pamer gue beli makan 2 orang 500k b,Negatif,"[7875, 1, 3, 2, 2201, 104, 1861, 16, 96, 1, 84, 11, 4557, 1036]"
duit sumbang makan siang gratis,Netral,"[37, 223, 1, 3, 2]"
makan siang sekolah jepang sepenhnya gratis mari cari serbaserbinya postingan beritajepang allaboutjapan makansianggratis sekolahjepang,Positif,"[1, 3, 8, 268, 0, 2, 423, 99, 0, 1588, 8087, 8088, 693, 8089]"
gaji anggota dewan potong 30 program makan siang gratis,Negatif,"[72, 163, 536, 122, 675, 4, 1, 3, 2]"
butuh makan siang gratis putar jabodetabek kota desa daerah kota anak sekolah orang,Negatif,"[45, 1, 3, 2, 968, 2364, 179, 399, 91, 179, 7, 8, 11]"
kapolda malu forkopimda tinjau program makan siang gratis sd negeri 3 hative,Positif,"[724, 251, 1484, 638, 4, 1, 3, 2, 80, 111, 107, 9402]"
nama makan siang gratis gizi imbang,Positif,"[75, 1, 3, 2, 5, 528]"
viral makan siang gratisberikut linknya,Netral,"[515, 1, 3, 9265, 9266]"
tuju gubernur bupati walikota anggota dprd jabat eselon gaji makan siang gratis,Negatif,"[56, 221, 1474, 3262, 163, 1070, 61, 5348, 72, 1, 3, 2]"
menang lho senggol sanasini haus atensi kah program kerja minimal makan siang gratis layak dana asbun,Positif,"[403, 501, 4497, 2891, 3103, 3371, 144, 4, 39, 364, 1, 3, 2, 88, 18, 552]"
ken makan nasi boxnya bawa pulang pikir makan siang gratis bosan makan jajan kantindi makan siang bawa pulang bikin food waste sih timbul,Positif,"[339, 1, 30, 2705, 130, 287, 68, 1, 3, 2, 1228, 1, 285, 11081, 1, 3, 130, 287, 23, 265, 701, 10, 1473]"
program makan siang gratis,Positif,"[4, 1, 3, 2]"
giat rencana bos sekolah pegawai dinas pemda wajib anggar 65 apbd bantu program makan siang gratis,Positif,"[277, 388, 413, 8, 1818, 630, 757, 475, 19, 2284, 742, 47, 4, 1, 3, 2]"
lho apbd salah 65 apbd anggar dukung program makan siang gratis,Positif,"[501, 742, 54, 2284, 742, 19, 24, 4, 1, 3, 2]"
musim beginianapa takut kalah saing makan siang gratis,Netral,"[1892, 6485, 343, 461, 716, 1, 3, 2]"
janji tanggung kapai makan siang gratis anak makan maksa banget kocak,Negatif,"[67, 369, 379, 1, 3, 2, 7, 1, 444, 20, 222]"
banget komennya wkwkwk makan gratis tuh cari duit miskin makan siang gratis salah program kuliah gratis tolol otak mirismiris,Positif,"[20, 1746, 257, 1, 2, 29, 99, 37, 66, 1, 3, 2, 54, 4, 440, 2, 155, 146, 5437]"
makan siang gratis apbn biaya tau zakat embat apbd embat ppn 12 masyarakat bantu puncak muncul ngibul rezim planga plongo rezim fufufafa,Negatif,"[1, 3, 2, 121, 57, 51, 69, 1794, 742, 1794, 90, 85, 58, 47, 1919, 398, 4976, 503, 9437, 9438, 503, 570]"
post makan siang gratis papua komennya gilir ken merdeka bilang nasionalis ya cinta bangsa sakit 2beer,Positif,"[2661, 1, 3, 2, 314, 1746, 683, 339, 1796, 42, 3539, 6, 882, 100, 365, 4809]"
narasi basi makan siang gratis kasih sekolah mahal tau sd angkasa 70 narasi anak sekolah mismin kasih mbak anak pelosok kasih makan,Negatif,"[711, 275, 1, 3, 2, 17, 8, 280, 51, 80, 5027, 1749, 711, 7, 8, 10662, 17, 9, 7, 585, 17, 1]"
zakat tuh rakyat paksa adaadakab makan program makan siang gratis,Netral,"[69, 29, 12, 112, 6615, 1, 4, 1, 3, 2]"
beda jalur woy infaq sedekah fakir miskin program makan siang gratis kalang maaf gus agus,Negatif,"[74, 1564, 1131, 1750, 648, 730, 66, 4, 1, 3, 2, 826, 205, 2226, 2458]"
makan siang dd makan gratis brgizi dd suka mie cup makan mie bareng konser chart skillnya kanan nurun keren,Positif,"[1, 3, 1326, 1, 2, 9896, 1326, 102, 1613, 5077, 1, 1613, 578, 3639, 9897, 9898, 1139, 9899, 200]"
fendor tering program makan siang gratis ngambil bahan pasar tani langsung ya langsung tani program bagus banget sejahtera tani plus gizi anak indonesia,Positif,"[9545, 9546, 4, 1, 3, 2, 925, 270, 447, 438, 110, 6, 110, 438, 4, 82, 20, 304, 438, 653, 5, 7, 14]"
kabinet super jumbo bubar uang biaya program bodoh makan siang gratis big news youngji korsel prabowo windah durian yoon suka yeol bye bye drama,Negatif,"[173, 920, 2301, 622, 26, 57, 4, 233, 1, 3, 2, 1595, 2040, 9766, 1957, 21, 9767, 9768, 9769, 102, 9770, 1901, 1901, 860]"
bjir tumbuh makan siang gratis sih wkwkkw,Positif,"[866, 254, 1, 3, 2, 10, 2555]"
susu makan siang gratis kelas,Negatif,"[63, 1, 3, 2, 225]"
sia sia perintah asih kipk mending makan siang gratis kayak,Negatif,"[1937, 1937, 13, 92, 3766, 43, 1, 3, 2, 15]"
gaji lo gede potong nambahin makan siang gratis,Netral,"[72, 117, 294, 122, 1118, 1, 3, 2]"
makan siang gratis anak sd makan bawa pulang soale rumah ain makan 4s5s enak dioprak2 ya dihabisin salah program makan bangun rumah,Positif,"[1, 3, 2, 7, 80, 1, 130, 287, 3649, 76, 1562, 1, 0, 31, 0, 6, 2754, 54, 4, 1, 108, 76]"
774 kg emas rupiah nilai 1000 triliun biaya makan siang gratis sekolahtp perintah rela emas garong orang asingapa orang asing harga sekolah negeri,Positif,"[11811, 11812, 240, 690, 249, 797, 161, 57, 1, 3, 2, 11813, 13, 677, 240, 1757, 11, 11814, 11, 994, 49, 8, 111]"
kayak laper deh makan siang gratis ambek kayak dd nada pas banget lucu,Positif,"[15, 1172, 114, 1, 3, 2, 4854, 15, 1326, 5429, 83, 20, 284]"
kipk hasil ya guys mahasiswa2 kelak fondasi bangsa makan siang gratis hasil berak kebon,Positif,"[3766, 60, 6, 822, 0, 2119, 2500, 100, 1, 3, 2, 60, 5329, 3655]"
elloe koar2 kasih makan siang gratis beban public kasih,Netral,"[0, 2625, 17, 1, 3, 2, 174, 1847, 17]"
murah makan siang gratis bbrapa sekolah,Positif,"[276, 1, 3, 2, 9005, 8]"
loh loh makan siang gratis kampanye prabowo janji rakyat suruh libat sumbang duit layak nama makan gratis,Positif,"[230, 230, 1, 3, 2, 98, 21, 67, 12, 65, 400, 223, 37, 88, 75, 1, 2]"
menu makan siang gizi gratis enak eee eee eenak pakkk,Positif,"[25, 1, 3, 5, 2, 31, 3641, 3641, 9915, 4956]"
kalee nek gue ogah tralala main nalar waras yuk program makan siang gratis ringan beban rakyat urun konsep ya tuh iq 58 0 n ya dikibulin,Positif,"[0, 1912, 16, 974, 0, 259, 1512, 1330, 523, 4, 1, 3, 2, 945, 174, 12, 673, 434, 6, 29, 1832, 324, 1209, 513, 6, 0]"
oh ajak antri makan siang gratis,Positif,"[782, 627, 692, 1, 3, 2]"
kapir tinggal kantong2 sembah hebel mah sekolah swasta minaaah kagak harap makan siang gratis model,Positif,"[5831, 141, 5832, 3827, 5833, 94, 8, 414, 5834, 175, 168, 1, 3, 2, 709]"
lu gaji rakyat ah gaji lu potong bayar makan siang gratis blog,Netral,"[331, 72, 12, 509, 72, 331, 122, 44, 1, 3, 2, 4519]"
anjay lawan makan siang gratis awokawok,Netral,"[1453, 593, 1, 3, 2, 2966]"
coba cek pidato prabowo debat capres makan siang gratis ganti makan gizi gratis pikir resiko asalasalan rugi rakyat makan kotak peluang koruptor,Netral,"[48, 563, 1608, 21, 485, 520, 1, 3, 2, 115, 1, 5, 2, 68, 999, 3031, 473, 12, 1, 143, 735, 215]"
unt infak sedekah tunda program makan siang gratis tuntas,Positif,"[1790, 1407, 648, 818, 4, 1, 3, 2, 1786]"
makan siang gratis suka jeruk,Positif,"[1, 3, 2, 102, 1903]"
otak kosong isi gaji sumbang sumbang rakyat makan gratis mending orang tua murid suruh bawain bekal anak makan siang kes sekolah,Negatif,"[146, 887, 127, 72, 223, 223, 12, 1, 2, 43, 11, 101, 186, 65, 1614, 279, 7, 1, 3, 1022, 8]"
pakai dana zakat ya allah sultan dana zakat salah ya kualat program makan siang gratis project presiden cobacoba ambil cari celah main dana zakat,Positif,"[28, 18, 69, 6, 256, 0, 18, 69, 54, 6, 0, 4, 1, 3, 2, 1848, 32, 6399, 133, 99, 897, 259, 18, 69]"
koruptor sih sisa kasih makan siang gratis omon2 macan podium kucing tikus das,Netral,"[215, 10, 584, 17, 1, 3, 2, 962, 3643, 4708, 825, 1767, 9955]"
yuk porotin uang pororo miskin makan siang gratis,Positif,"[523, 9787, 26, 9788, 66, 1, 3, 2]"
batas dana ya mesti paksa makan siang gratis sih,Netral,"[635, 18, 6, 514, 112, 1, 3, 2, 10]"
maju prabowo program gratis makan siang beban masyarakat gratis pikir sih bunda,Positif,"[297, 21, 4, 2, 1, 3, 174, 58, 2, 68, 10, 1269]"
stop makan siang gratis,Positif,"[152, 1, 3, 2]"
eh gue skip ya bosan ketemu 258 mulu kocak btw tunggu oppa selesai wamil life update barak op dengerdenger bikin vlog bareng mayor tessy sih suka makan siang bareng tetangga ya biar gratis,Positif,"[126, 16, 2318, 6, 1228, 1190, 0, 507, 222, 636, 209, 3557, 496, 0, 11759, 946, 0, 8792, 11988, 23, 0, 578, 5377, 0, 10, 102, 1, 3, 578, 984, 6, 41, 2]"
uu atur ganti uu perintah tuju mpr makan siang siswa sekolah bawa bekal rumah perintah tanggung gratis,Positif,"[831, 456, 115, 831, 13, 56, 1688, 1, 3, 36, 8, 130, 279, 76, 13, 369, 2]"
makan siang gratis gua,Netral,"[1, 3, 2, 77]"
rakyat belikan makan siang gratis anak sih,Negatif,"[12, 1987, 1, 3, 2, 7, 10]"
makan siang gratis masuk kasih tau tuh ketua,Negatif,"[1, 3, 2, 79, 17, 51, 29, 481]"
hasil jual wilayah indonesia jabat bangsat bajing kayak gin revolusi kacau balau negara broh makan siang gratis korban,Negatif,"[60, 315, 392, 14, 61, 982, 3061, 15, 81, 2398, 873, 3911, 22, 3932, 1, 3, 2, 427]"
benerbener deh makan gratis tombok 450an t entar indonesia bangkrut imf tinggal bilang bikin pesta makan siang gratis budgetnya 19 apbn negara kasih makan rakyat gratis segitu,Positif,"[1517, 114, 1, 2, 12606, 0, 306, 418, 14, 2391, 0, 141, 42, 23, 4091, 1, 3, 2, 480, 1399, 121, 22, 17, 1, 12, 2, 666]"
transmin penasaran makan siang gratis untung app bagibagi duit,Netral,"[10497, 1416, 1, 3, 2, 213, 4467, 830, 37]"
potong gaji anggotq dpd dpr mpr 50 makan siang gratis tuju,Netral,"[122, 72, 8123, 383, 239, 1688, 737, 1, 3, 2, 56]"
uji coba sistem zonasi uji coba kurikulum kayak uji coba makan siang gratis enak banding generasi2,Positif,"[196, 48, 281, 2259, 196, 48, 2366, 15, 196, 48, 1, 3, 2, 31, 103, 7607]"
asih makan siang gratis proyek didudidam ya du muwakakakakakak,Positif,"[92, 1, 3, 2, 177, 6182, 6, 6183, 6184]"
niat makan gizi gratis bum kga ya tema ya makan siang gizi gratis ingget gizi kornet daging asli tepung olah daging sosis letak gizi ya,Positif,"[375, 1, 5, 2, 10768, 10769, 6, 2692, 6, 1, 3, 5, 2, 10770, 5, 10771, 491, 606, 1900, 875, 491, 2693, 4250, 5, 6]"
makan siang gratis jajah dunia hapus,Negatif,"[1, 3, 2, 1570, 216, 282]"
nih buzzer dukung mbgg makan siang gratis,Positif,"[50, 195, 24, 0, 1, 3, 2]"
negara btc negara koar harun mas makan siang gratis ikn maximal makan siang gratis ujung2nya urun opsi uu ampas aset angan2 bungkam berani koar2,Netral,"[22, 6954, 22, 1310, 2465, 293, 1, 3, 2, 131, 4248, 1, 3, 2, 725, 673, 1922, 831, 1013, 910, 6955, 998, 505, 2625]"
gila banget kampus tetangga makan siang gratis,Positif,"[442, 20, 1348, 984, 1, 3, 2]"
masyarakat beban pajak pungli suruh kolektif biaya makan siang gratis belikan barang branded istri istri tri jabat eselon biar flexing,Negatif,"[58, 174, 34, 1039, 65, 11923, 57, 1, 3, 2, 1987, 1755, 11924, 827, 827, 465, 61, 5348, 41, 11925]"
the rill makan siang gratis menu enak2 ang ang ang,Positif,"[212, 1606, 1, 3, 2, 25, 3591, 2609, 2609, 2609]"
muka agama sponsor makan siang gratis sisa mudah cepat situasi negara urgent janji pro crypto awan ac doang steady bantu rakyat didik crypto,Netral,"[857, 433, 3544, 1, 3, 2, 584, 499, 316, 3055, 22, 793, 67, 246, 3197, 0, 0, 104, 0, 47, 12, 38, 3197]"
uang rakyat sumbang banti makan siang gratis skalian uang orang tua murid,Netral,"[26, 12, 223, 10364, 1, 3, 2, 3240, 26, 11, 101, 186]"
maling teriak maling makan siang gratis arena maling babat hutan 1 juta hektar kedok cetak sawah trik maling uang negara maling kayu maling tanah asai negara rampok pnguasa pngusaha,Positif,"[1074, 1493, 1074, 1, 3, 2, 12141, 1074, 2417, 1166, 55, 113, 4055, 2588, 898, 4338, 7383, 1074, 26, 22, 1074, 0, 1074, 646, 3976, 22, 814, 0, 0]"
bahas ramping apbn aju alusista prasarana senjata militer alokasi terima judi pakai oknum koruptor beli senjata militer alokasi bpjs makan siang gratis,Positif,"[226, 1812, 121, 1173, 8278, 3272, 1683, 1094, 289, 53, 1948, 28, 990, 215, 96, 1683, 1094, 289, 402, 1, 3, 2]"
program potong gaji anggota dewan untul makan siang gratis ya,Negatif,"[4, 122, 72, 163, 536, 8002, 1, 3, 2, 6]"
banget komennya wkwkwk kuliah gratis tuh ajar beasiswa salah program makan siang gratis tolol otak mirismiris,Positif,"[20, 1746, 257, 440, 2, 29, 73, 771, 54, 4, 1, 3, 2, 155, 146, 5437]"
sumberdaya asing gelintir orang makan siang gratis tanggung rakyat,Netral,"[4879, 994, 3039, 11, 1, 3, 2, 369, 12]"
prabowo tolong kasih citra makan siang gratis biar diam,Positif,"[21, 245, 17, 841, 1, 3, 2, 41, 451]"
rumah gratis makan siang gratis gratis2 utama ken tau rencana inibsemua anggar perintah rencana matang,Positif,"[76, 2, 1, 3, 2, 10552, 273, 339, 51, 388, 10553, 19, 13, 388, 1072]"
bangun puskesmas lampu2 terang jalan dll kalah makan siang gratis,Netral,"[108, 1421, 10258, 1701, 40, 154, 461, 1, 3, 2]"
temu bahas alokasi apbd makan siang gratis zakat infak sedekah,Positif,"[678, 226, 289, 742, 1, 3, 2, 69, 1407, 648]"
1000 t dana makan siang gratis,Positif,"[797, 306, 18, 1, 3, 2]"
program proyek situ korupsi kumpul lauk makan siang gratis bawa karyawan katering,Positif,"[4, 177, 489, 62, 723, 159, 1, 3, 2, 130, 1158, 696]"
sekolah makan siang gratis,Positif,"[8, 1, 3, 2]"
rakyat kasih makan siang gratis bayar,Positif,"[12, 17, 1, 3, 2, 44]"
ambisi menang program makan siang gratis rakyat iq ya dengkul lahap rayu gombal babi buta,Netral,"[1337, 403, 4, 1, 3, 2, 12, 1832, 6, 3494, 1423, 8846, 8847, 656, 2450]"
jabat wakil rakyat rakyat mobil mewah wakil jabat makan siang gratis sesuai butuh gizi sesuai tingkat iq,Positif,"[61, 386, 12, 12, 774, 618, 386, 61, 1, 3, 2, 129, 45, 5, 129, 123, 1832]"
kasih paham kasih makan siang gratis nih,Positif,"[17, 241, 17, 1, 3, 2, 50]"
makan gratis pagi siang dijelasin program lupa hhu tampil lihat mending pelit samsek asih enak,Positif,"[1, 2, 211, 3, 2375, 4, 308, 7446, 1061, 33, 43, 3846, 2233, 92, 31]"
dpd bubarin dana anggar makan siang gratis,Positif,"[383, 1397, 18, 19, 1, 3, 2]"
rakyat mlulu gaji jual fasilitas mewah sukses program makan siang gratis 4 sehat enak,Positif,"[12, 4121, 72, 315, 354, 618, 278, 4, 1, 3, 2, 250, 35, 31]"
tuju program makan siang gratis hapus,Netral,"[56, 4, 1, 3, 2, 282]"
dih bikin program siape repotin siape ogah ya gue tuju tuh makan siang gratis pilih belio,Netral,"[2600, 23, 4, 4192, 4193, 4192, 974, 6, 16, 56, 29, 1, 3, 2, 46, 6770]"
tuju tolong duduk gedung keong tri potong gaji program makan siang gratis beban anggar negara wakil rakyat rakyat bayar pajak kerja,Netral,"[56, 245, 832, 1585, 5574, 465, 122, 72, 4, 1, 3, 2, 174, 19, 22, 386, 12, 12, 44, 34, 39]"
makan siang gratis,Positif,"[1, 3, 2]"
kuasa palak biaya makan siang gratis,Positif,"[548, 1178, 57, 1, 3, 2]"
kasih makan siang gratis,Positif,"[17, 1, 3, 2]"
ralat makan siang gratis sumbang gaji dprd dprri dpd pns dukung gemoy lancar jaya,Positif,"[3027, 1, 3, 2, 223, 72, 1070, 3959, 383, 1666, 24, 855, 916, 1866]"
selesai makan siang gratis uang kuliah gratis program 3 juta rumah gratis senang duite sono tho gaes,Positif,"[496, 1, 3, 2, 26, 440, 2, 4, 107, 113, 76, 2, 572, 0, 1340, 6285, 2178]"
makan siang gratis,Positif,"[1, 3, 2]"
sedekah beli jeruk pasar makan siang gratis tuju duit sedekah beli susu grenpild,Netral,"[648, 96, 1903, 447, 1, 3, 2, 56, 37, 648, 96, 63, 9731]"
makan siang gratis,Positif,"[1, 3, 2]"
mending anggota dpr ri dprd tri staf presiden potong gaji dana makan siang gratis,Positif,"[43, 163, 239, 443, 1070, 465, 1210, 32, 122, 72, 18, 1, 3, 2]"
kak baca program realistis ok gas ok gas biaya makan siang gratis banget utang negara sampah makan tuju negara,Positif,"[176, 255, 4, 518, 805, 267, 805, 267, 57, 1, 3, 2, 20, 248, 22, 644, 1, 56, 22]"
lrt terima kasih makan siang gratis nikmat gizi kakak d1ceucz sih gendut gemoy mah kayak,Positif,"[10593, 53, 17, 1, 3, 2, 220, 5, 604, 10594, 10, 311, 855, 94, 15]"
nih kayak makan siang gratis kayak baik ekonomi kayak negara program makan siang gratis proper mbok ya usahhhhhh duit ambil ambil usul pakai duit infaq,Negatif,"[50, 15, 1, 3, 2, 15, 2545, 95, 15, 22, 4, 1, 3, 2, 842, 1665, 6, 11095, 37, 133, 133, 181, 28, 37, 1750]"
inisiatif pribadi perintah ya makan siang gratis makan gizi gratis hehehehe ppn dinaikin 12 hahahahaha urun lagiiiii ide 3 juta rumah gratis wkwkwkwk,Positif,"[1521, 269, 13, 6, 1, 3, 2, 1, 5, 2, 10759, 90, 1641, 85, 10760, 673, 10761, 318, 107, 113, 76, 2, 706]"
program makan gratis anak yatim piatu amp dhuafa dukung partisipasi kasih makan siang gratis notabene janji kampanye presiden laahhh bacot doang,Positif,"[4, 1, 2, 7, 1336, 3654, 64, 9445, 24, 1645, 17, 1, 3, 2, 11305, 67, 98, 32, 0, 781, 104]"
terima alas perintah laksana makan siang gratis dana pakai dana zakat gila ya dana korupsi,Positif,"[53, 317, 13, 109, 1, 3, 2, 18, 28, 18, 69, 442, 6, 18, 62]"
tunjang pakai dana makan siang gratis,Positif,"[208, 28, 18, 1, 3, 2]"
jabat urun rembuk biaya program makan siang gratis rakyat susah susah,Negatif,"[61, 673, 0, 57, 4, 1, 3, 2, 12, 166, 166]"
tarik program makan siang gratis alih program 1 murid 1 senapan,Positif,"[390, 4, 1, 3, 2, 128, 4, 55, 186, 55, 12163]"
