tweet,tweet_cleaning,tweet_casefolding,normalisasi,label,tokenize,stopword removal,steming_data
<username> <username> <username> Salut ðŸ˜Š <username> <username>,username username username Salut ðŸŠ username username,username username username salut  username username,username username username salut username username,0,"['username', 'username', 'username', 'salut', 'username', 'username']","['username', 'username', 'username', 'salut', 'username', 'username']",username username username salut username username
Ngapain coba ngajakin orang uninstallbukalapak padahal lagi ada serbu seru . <hashtag> aja otak kamu yang bodoh udah disakitin tetep aja bertahan .,Ngapain coba ngajakin orang uninstallbukalapak padahal lagi ada serbu seru hashtag aja otak kamu yang bodoh udah disakitin tetep aja bertahan,ngapain coba ngajakin orang uninstallbukalapak serbu seru hashtag aja otak bodoh udah disakitin tetep aja tahan,mengapai coba ngajakin orang uninstallbukalapak serbu seru hashtag saja otak bodoh sudah disakitin tetap saja tahan,0,"['mengapai', 'coba', 'ngajakin', 'orang', 'uninstallbukalapak', 'serbu', 'seru', 'hashtag', 'saja', 'otak', 'bodoh', 'sudah', 'disakitin', 'tetap', 'saja', 'tahan']","['mengapai', 'coba', 'ngajakin', 'orang', 'uninstallbukalapak', 'serbu', 'seru', 'hashtag', 'otak', 'bodoh', 'disakitin', 'tahan']",kapai coba ngajakin orang uninstallbukalapak serbu seru hashtag otak bodoh disakitin tahan
prabohong berpidato terlalu lantang sampai lupa yang disampaikan isinya tidak karuan alias kacau .,prabohong berpidato terlalu lantang sampai lupa yang disampaikan isinya tidak karuan alias kacau,prabohong pidato lantang lupa isi karuan alias kacau,prabohong pidato lantang lupa isi karuan alias kacau,1,"['prabohong', 'pidato', 'lantang', 'lupa', 'isi', 'karuan', 'alias', 'kacau']","['prabohong', 'pidato', 'lantang', 'lupa', 'isi', 'karuan', 'alias', 'kacau']",prabohong pidato lantang lupa isi karuan alias kacau
Yang baik dicaci yang jelek di rangkul <hashtag>,Yang baik dicaci yang jelek di rangkul hashtag,caci jelek rangkul hashtag,caci jelek rangkul hashtag,1,"['caci', 'jelek', 'rangkul', 'hashtag']","['caci', 'jelek', 'rangkul', 'hashtag']",caci jelek rangkul hashtag
Lihat yuk seperti apa sih sosok bapak <username> Menteri Perindustrian <username> periode 2019-2024? <hashtag> <link>,Lihat yuk seperti apa sih sosok bapak username Menteri Perindustrian username periode 20192024 hashtag link,lihat yuk sih sosok username menteri industri username periode 20192024 hashtag link,lihat yuk sih sosok username menteri industri username periode 20192024 hashtag link,0,"['lihat', 'yuk', 'sih', 'sosok', 'username', 'menteri', 'industri', 'username', 'periode', '20192024', 'hashtag', 'link']","['lihat', 'yuk', 'sih', 'sosok', 'username', 'menteri', 'industri', 'username', 'periode', '20192024', 'hashtag', 'link']",lihat yuk sih sosok username menteri industri username periode 20192024 hashtag link
indonesiaku sedang berberdaya gunaan yang menolak perdamaian berarti mereka menolak nkri dan pancasila . <hashtag>,indonesiaku sedang berberdaya gunaan yang menolak perdamaian berarti mereka menolak nkri dan pancasila hashtag,indonesia daya guna tolak damai tolak nkri pancasila hashtag,indonesia daya guna tolak damai tolak nkri pancasila hashtag,1,"['indonesia', 'daya', 'guna', 'tolak', 'damai', 'tolak', 'nkri', 'pancasila', 'hashtag']","['indonesia', 'daya', 'tolak', 'damai', 'tolak', 'nkri', 'pancasila', 'hashtag']",indonesia daya tolak damai tolak nkri pancasila hashtag
Belanjanya di kedai tek er dekat rumah aja .. gak bayar parkir <hashtag>,Belanjanya di kedai tek er dekat rumah aja gak bayar parkir hashtag,belanja kedai tek er rumah aja gak bayar parkir hashtag,belanja kedai tek er rumah saja tidak bayar parkir hashtag,0,"['belanja', 'kedai', 'tek', 'er', 'rumah', 'saja', 'tidak', 'bayar', 'parkir', 'hashtag']","['belanja', 'kedai', 'tek', 'er', 'rumah', 'bayar', 'parkir', 'hashtag']",belanja kedai tek er rumah bayar parkir hashtag
<username> <username> Jangan kasih kendor maju terus <hashtag> <hashtag>,username username Jangan kasih kendor maju terus hashtag hashtag,username username kasih kendor maju hashtag hashtag,username username kasih kendor maju hashtag hashtag,0,"['username', 'username', 'kasih', 'kendor', 'maju', 'hashtag', 'hashtag']","['username', 'username', 'kasih', 'kendor', 'maju', 'hashtag', 'hashtag']",username username kasih kendor maju hashtag hashtag
<username> Udah Dungu ... Buta Hati pulak . <hashtag>,username Udah Dungu Buta Hati pulak hashtag,username udah dungu buta hati pulak hashtag,username sudah dungu buta hati pula hashtag,0,"['username', 'sudah', 'dungu', 'buta', 'hati', 'pula', 'hashtag']","['username', 'dungu', 'buta', 'hati', 'hashtag']",username dungu buta hati hashtag
<username> <username> Korupsi 10m diganjar 1th 4bln termasuk diobral nih vonis . Benar era sontoloyo .,username username Korupsi 10m diganjar 1th 4bln termasuk diobral nih vonis Benar era sontoloyo,username username korupsi 10m ganjar 1th 4bln obral nih vonis era sontoloyo,username username korupsi 10m ganjar 1th 4bln obral nih vonis era sontoloyo,0,"['username', 'username', 'korupsi', '10m', 'ganjar', '1th', '4bln', 'obral', 'nih', 'vonis', 'era', 'sontoloyo']","['username', 'username', 'korupsi', '10m', 'ganjar', '1th', '4bln', 'obral', 'nih', 'vonis', 'era', 'sontoloyo']",username username korupsi 10m ganjar 1th 4bln obral nih vonis era sontoloyo
<username> Lah ada lagi level tukang kebon klo dari kacamata Anies mah Dah cari duit lagi sana ga usah ganggu otak kapitalis sok sok an masuk wilayah birokrasi yang ada korupsi ...,username Lah ada lagi level tukang kebon klo dari kacamata Anies mah Dah cari duit lagi sana ga usah ganggu otak kapitalis sok sok an masuk wilayah birokrasi yang ada korupsi,username level tukang kebon klo kacamata anies mah dah cari duit ga ganggu otak kapitalis sok sok an masuk wilayah birokrasi korupsi,username level tukang kebon kalau kacamata anies mah sudah cari duit tidak ganggu otak kapitalis sok sok an masuk wilayah birokrasi korupsi,0,"['username', 'level', 'tukang', 'kebon', 'kalau', 'kacamata', 'anies', 'mah', 'sudah', 'cari', 'duit', 'tidak', 'ganggu', 'otak', 'kapitalis', 'sok', 'sok', 'an', 'masuk', 'wilayah', 'birokrasi', 'korupsi']","['username', 'level', 'tukang', 'kebon', 'kacamata', 'anies', 'mah', 'cari', 'duit', 'ganggu', 'otak', 'kapitalis', 'sok', 'sok', 'an', 'masuk', 'wilayah', 'birokrasi', 'korupsi']",username level tukang kebon kacamata anies mah cari duit ganggu otak kapitalis sok sok an masuk wilayah birokrasi korupsi
<username> Seneng loh baca2 komen disini ... banyak yang pinter ternyata rakyat indonesia .... yang kepinteran juga banyak ... yang dong dong juga buanyak banget ... ðŸ˜‹,username Seneng loh baca2 komen disini banyak yang pinter ternyata rakyat indonesia yang kepinteran juga banyak yang dong dong juga buanyak banget ðŸ,username neng loh baca2 komen pinter rakyat indonesia kepinteran buanyak banget ,username neng loh komen pintar rakyat indonesia kepinteran buanyak banget,0,"['username', 'neng', 'loh', 'komen', 'pintar', 'rakyat', 'indonesia', 'kepinteran', 'buanyak', 'banget']","['username', 'neng', 'loh', 'komen', 'pintar', 'rakyat', 'indonesia', 'kepinteran', 'buanyak', 'banget']",username neng loh komen pintar rakyat indonesia kepinteran buanyak banget
Kesaksian <username> tentang penilaian <username> terhadap <username> Kesimpulannya <username> didampingi cawap\u2026 <link>,Kesaksian username tentang penilaian username terhadap username Kesimpulannya username didampingi cawapu2026 link,saksi username nilai username username simpul username damping cawapu2026 link,saksi username nilai username username simpul username damping cawapu2026 link,0,"['saksi', 'username', 'nilai', 'username', 'username', 'simpul', 'username', 'damping', 'cawapu2026', 'link']","['saksi', 'username', 'nilai', 'username', 'username', 'simpul', 'username', 'damping', 'cawapu2026', 'link']",saksi username nilai username username simpul username damping cawapu2026 link
<username> Lempar botol? Anjing kok tolol si bangsat,username Lempar botol Anjing kok tolol si bangsat,username lempar botol anjing tolol si bangsat,username lempar botol anjing tolol sih bangsat,0,"['username', 'lempar', 'botol', 'anjing', 'tolol', 'sih', 'bangsat']","['username', 'lempar', 'botol', 'anjing', 'tolol', 'sih', 'bangsat']",username lempar botol anjing tolol sih bangsat
Apa jadinya negeri ini kalau dipimpin oleh bandar dan pengguna narkoba <hashtag>,Apa jadinya negeri ini kalau dipimpin oleh bandar dan pengguna narkoba hashtag,negeri pimpin bandar guna narkoba hashtag,negeri pimpin bandar guna narkoba hashtag,0,"['negeri', 'pimpin', 'bandar', 'guna', 'narkoba', 'hashtag']","['negeri', 'pimpin', 'bandar', 'narkoba', 'hashtag']",negeri pimpin bandar narkoba hashtag
<username> <username> WASPADA MANUVER POLITIK NU GARIS BENGKOK CARI KURSI MENTRI <hashtag> <hashtag>,username username WASPADA MANUVER POLITIK NU GARIS BENGKOK CARI KURSI MENTRI hashtag hashtag,username username waspada manuver politik nu garis bengkok cari kursi tri hashtag hashtag,username username waspada manuver politik nu garis bengkok cari kursi tri hashtag hashtag,0,"['username', 'username', 'waspada', 'manuver', 'politik', 'nu', 'garis', 'bengkok', 'cari', 'kursi', 'tri', 'hashtag', 'hashtag']","['username', 'username', 'waspada', 'manuver', 'politik', 'nu', 'garis', 'bengkok', 'cari', 'kursi', 'tri', 'hashtag', 'hashtag']",username username waspada manuver politik nu garis bengkok cari kursi tri hashtag hashtag
<username> .....katanya kecewa dengan pinjaman dari saudi.....ko malah ke sana.....,username katanya kecewa dengan pinjaman dari saudiko malah ke sana,username kecewa pinjam saudiko,username kecewa pinjam saudiko,0,"['username', 'kecewa', 'pinjam', 'saudiko']","['username', 'kecewa', 'pinjam', 'saudiko']",username kecewa pinjam saudiko
Emng gk cocok bu irma .ah jngn mimpi presiden deh .jauh ... kata2 dl br tindkan ..ibratnya wooii kebakaran ... ngomng dl bru ambil air ..keburu habis pak2 ..Ã°Å¸ËœÂ <hashtag> <link>,Emng gk cocok bu irma ah jngn mimpi presiden deh jauh kata2 dl br tindkan ibratnya wooii kebakaran ngomng dl bru ambil air keburu habis pak2 ÃÅËœÂ hashtag link,emng gk cocok bu irma ah jngn mimpi presiden deh kata2 dl br tindkan ibratnya wooii bakar ngomng dl bru ambil air keburu habis pak2  hashtag link,memang tidak cocok bu irma ah jangan mimpi presiden deh dulu baru tindkan ibratnya wooii bakar mengomong dulu baru ambil air keburu habis pak2 hashtag link,0,"['memang', 'tidak', 'cocok', 'bu', 'irma', 'ah', 'jangan', 'mimpi', 'presiden', 'deh', 'dulu', 'baru', 'tindkan', 'ibratnya', 'wooii', 'bakar', 'mengomong', 'dulu', 'baru', 'ambil', 'air', 'keburu', 'habis', 'pak2', 'hashtag', 'link']","['cocok', 'bu', 'irma', 'ah', 'mimpi', 'presiden', 'deh', 'tindkan', 'ibratnya', 'wooii', 'bakar', 'mengomong', 'ambil', 'air', 'keburu', 'habis', 'pak2', 'hashtag', 'link']",cocok bu irma ah mimpi presiden deh tindkan ibratnya wooii bakar omong ambil air keburu habis pak2 hashtag link
BANJIR HUJAN dan BANJIR ANGGARAN Akhirnya BERJALAN BERIRINGAN Nikmati Pilihan PEMIMPI(n)mu ??????????,BANJIR HUJAN dan BANJIR ANGGARAN Akhirnya BERJALAN BERIRINGAN Nikmati Pilihan PEMIMPInmu,banjir hujan banjir anggar jalan iring nikmat pilih pimpin,banjir hujan banjir anggar jalan iring nikmat pilih pimpin,1,"['banjir', 'hujan', 'banjir', 'anggar', 'jalan', 'iring', 'nikmat', 'pilih', 'pimpin']","['banjir', 'hujan', 'banjir', 'anggar', 'jalan', 'iring', 'nikmat', 'pilih', 'pimpin']",banjir hujan banjir anggar jalan iring nikmat pilih pimpin
Terkadang kita harus berfikir secerdik penipu dan bermain selicik pembunuh <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>,Terkadang kita harus berfikir secerdik penipu dan bermain selicik pembunuh hashtag hashtag hashtag hashtag hashtag,terkadang berfikir cerdik tipu main licik bunuh hashtag hashtag hashtag hashtag hashtag,terkadang berpikir cerdik tipu main licik bunuh hashtag hashtag hashtag hashtag hashtag,0,"['terkadang', 'berpikir', 'cerdik', 'tipu', 'main', 'licik', 'bunuh', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag']","['terkadang', 'berpikir', 'cerdik', 'tipu', 'main', 'licik', 'bunuh', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag']",terkadang pikir cerdik tipu main licik bunuh hashtag hashtag hashtag hashtag hashtag
<username> <username> <username> Karena baru masih g ngerti pat gulipat yg umum terjadi dan normal ya .,username username username Karena baru masih g ngerti pat gulipat yg umum terjadi dan normal ya,username username username g ngerti pat gulipat yg normal ya,username username username tidak mengerti pat gulipat yang normal ya,0,"['username', 'username', 'username', 'tidak', 'mengerti', 'pat', 'gulipat', 'yang', 'normal', 'ya']","['username', 'username', 'username', 'mengerti', 'pat', 'gulipat', 'normal', 'ya']",username username username erti pat gulipat normal ya
prabowo sudah tau kalah sejak dia klaim 62% dan hanya cara kerusuhan ini <hashtag> prabowo bisa menjadi presiden drama yang terstruktur dan sistematis . dengan cara menggiring opini publik <hashtag> <hashtag> <hashtag>,prabowo sudah tau kalah sejak dia klaim 62 dan hanya cara kerusuhan ini hashtag prabowo bisa menjadi presiden drama yang terstruktur dan sistematis dengan cara menggiring opini publik hashtag hashtag hashtag,prabowo tau kalah klaim 62 rusuh hashtag prabowo presiden drama struktur sistematis giring opini publik hashtag hashtag hashtag,prabowo tau kalah klaim 62 rusuh hashtag prabowo presiden drama struktur sistematis giring opini publik hashtag hashtag hashtag,0,"['prabowo', 'tau', 'kalah', 'klaim', '62', 'rusuh', 'hashtag', 'prabowo', 'presiden', 'drama', 'struktur', 'sistematis', 'giring', 'opini', 'publik', 'hashtag', 'hashtag', 'hashtag']","['prabowo', 'tau', 'kalah', 'klaim', '62', 'rusuh', 'hashtag', 'prabowo', 'presiden', 'drama', 'struktur', 'sistematis', 'giring', 'opini', 'publik', 'hashtag', 'hashtag', 'hashtag']",prabowo tau kalah klaim 62 rusuh hashtag prabowo presiden drama struktur sistematis giring opini publik hashtag hashtag hashtag
ni nih yang gua suka . Capek kadang rasanya 2 kubu yang saling menjatuhkan satu sama lain terus2 an nyindir lewat twitter.,ni nih yang gua suka Capek kadang rasanya 2 kubu yang saling menjatuhkan satu sama lain terus2 an nyindir lewat twitter,ni nih gua suka capek kadang 2 kubu jatuh terus2 an nyindir twitter,nih nih gua suka capek kadang 2 kubu jatuh terus2 an menyindir twitter,1,"['nih', 'nih', 'gua', 'suka', 'capek', 'kadang', '2', 'kubu', 'jatuh', 'terus2', 'an', 'menyindir', 'twitter']","['nih', 'nih', 'gua', 'suka', 'capek', 'kadang', '2', 'kubu', 'jatuh', 'terus2', 'an', 'menyindir', 'twitter']",nih nih gua suka capek kadang 2 kubu jatuh terus2 an sindir twitter
nelayan itu berangkat melaut malam hari dan kembali pada siang hari . lalu waktu jam 12 malam pergi berdua supir ke pantai siapa yang dia temui itu ya? ini namanya bohong pangkat 12,nelayan itu berangkat melaut malam hari dan kembali pada siang hari lalu waktu jam 12 malam pergi berdua supir ke pantai siapa yang dia temui itu ya ini namanya bohong pangkat 12,nelayan berangkat laut malam siang jam 12 malam pergi dua supir pantai temu ya nama bohong pangkat 12,nelayan berangkat laut malam siang jam 12 malam pergi dua supir pantai temu ya nama bohong pangkat 12,1,"['nelayan', 'berangkat', 'laut', 'malam', 'siang', 'jam', '12', 'malam', 'pergi', 'dua', 'supir', 'pantai', 'temu', 'ya', 'nama', 'bohong', 'pangkat', '12']","['nelayan', 'berangkat', 'laut', 'malam', 'siang', 'jam', '12', 'malam', 'pergi', 'supir', 'pantai', 'temu', 'ya', 'nama', 'bohong', 'pangkat', '12']",nelayan berangkat laut malam siang jam 12 malam pergi supir pantai temu ya nama bohong pangkat 12
DÃ mai untuk papua <hashtag> <link>,DÃ mai untuk papua hashtag link,d mai papua hashtag link,di mau papua hashtag link,0,"['di', 'mau', 'papua', 'hashtag', 'link']","['papua', 'hashtag', 'link']",papua hashtag link
Lord Luhut trending topik . Menteri kesayangan <username> nih . <hashtag>,Lord Luhut trending topik Menteri kesayangan username nih hashtag,lord luhut trending topik menteri sayang username nih hashtag,lord luhut trending topik menteri sayang username nih hashtag,0,"['lord', 'luhut', 'trending', 'topik', 'menteri', 'sayang', 'username', 'nih', 'hashtag']","['lord', 'luhut', 'trending', 'topik', 'menteri', 'sayang', 'username', 'nih', 'hashtag']",lord luhut trending topik menteri sayang username nih hashtag
Hahahhaha .. Maha benar anies dgn segala ceritanya <hashtag> <link>,Hahahhaha Maha benar anies dgn segala ceritanya hashtag link,hahahhaha maha anies dgn cerita hashtag link,hahahhaha maha anies dengan cerita hashtag link,0,"['hahahhaha', 'maha', 'anies', 'dengan', 'cerita', 'hashtag', 'link']","['hahahhaha', 'maha', 'anies', 'cerita', 'hashtag', 'link']",hahahhaha maha anies cerita hashtag link
Diskotik halal Main catur haram Nonton film korea haram . Ok . Selamat datang dinegaraku .,Diskotik halal Main catur haram Nonton film korea haram Ok Selamat datang dinegaraku,diskotik halal main catur haram nonton film korea haram ok selamat negara,diskotik halal main catur haram menonton film korea haram ok selamat negara,0,"['diskotik', 'halal', 'main', 'catur', 'haram', 'menonton', 'film', 'korea', 'haram', 'ok', 'selamat', 'negara']","['diskotik', 'halal', 'main', 'catur', 'haram', 'menonton', 'film', 'korea', 'haram', 'ok', 'selamat', 'negara']",diskotik halal main catur haram tonton film korea haram ok selamat negara
<username> Kayaknya sudah pinter banget dokter satu ini memang kamu sudah pernah nyusun RAPBD ??? <hashtag>,username Kayaknya sudah pinter banget dokter satu ini memang kamu sudah pernah nyusun RAPBD hashtag,username kayak pinter banget dokter nyusun rapbd hashtag,username kayak pintar banget dokter nyusun rapbd hashtag,1,"['username', 'kayak', 'pintar', 'banget', 'dokter', 'nyusun', 'rapbd', 'hashtag']","['username', 'kayak', 'pintar', 'banget', 'dokter', 'nyusun', 'rapbd', 'hashtag']",username kayak pintar banget dokter nyusun rapbd hashtag
